dataset,variant,patch_id,baseline_dice,dice,boundary_dice,aji,pq,confounder_fpr
consep,full,train_1_y128_x256,0.7504949143294747,0.7965616045851822,0.744838162002999,0.4678417844147252,0.4109483672091627,0.3827639751552795
consep,full,train_1_y128_x384,0.780850814486225,0.8183980967495723,0.7822032390112753,0.5552540700542674,0.5293740128017261,0.3457485465116279
consep,full,train_1_y128_x512,0.7307249712338825,0.7971109652019278,0.7738981110486866,0.543450722067393,0.46049362005700706,0.24702837423312884
consep,full,train_1_y128_x640,0.7122484860352387,0.7907666941484686,0.768226215531983,0.5257861635220126,0.4390301985154396,0.25408041401273884
consep,full,train_1_y256_x0,0.6403568977371291,0.7627648839567973,0.6358974358993031,0.3018917498686285,0.23733723032084372,0.45243055555555556
consep,full,train_1_y256_x128,0.7443963443971641,0.7949744749799927,0.7448761008125648,0.3142501305692821,0.24706276419763365,0.5097770467836257
consep,full,train_1_y256_x256,0.7970237572141752,0.8245238363579834,0.8009866625923884,0.41199872692552514,0.3756875571456297,0.47072458791208793
consep,full,train_1_y256_x384,0.8118186127360203,0.8517473825125412,0.8165094019421067,0.5869053941279114,0.5138383061698886,0.3632563694267516
consep,full,train_1_y256_x512,0.7375919473500767,0.8244431606661247,0.7873015873025123,0.5952283432316199,0.48670067077615004,0.24519230769230768
consep,full,train_1_y256_x640,0.6970115611161418,0.7979199419530904,0.7637060286154824,0.5367032150157963,0.48539440927973837,0.26057260479041916
consep,full,train_1_y384_x0,0.6850757084569012,0.8026769282255223,0.6827163135755663,0.3138573815176295,0.30422493099991615,0.47217085798816566
consep,full,train_1_y384_x128,0.7693387946174097,0.8276983094933147,0.7766944782980766,0.3227736964701666,0.32135307361747223,0.4652573529411765
consep,full,train_1_y384_x256,0.8364752086405585,0.8595041322317348,0.8270105090559979,0.42219847736075866,0.3844048708278909,0.4805389221556886
consep,full,train_1_y384_x384,0.8410730458141811,0.8590173756744787,0.8132023844429463,0.5064536510515389,0.43628814110852815,0.4329819277108434
consep,full,train_1_y384_x512,0.7554481907907307,0.8184570886255775,0.7760710864474083,0.5553915366230845,0.471615432399554,0.3313679245283019
consep,full,train_1_y384_x640,0.6914144533681815,0.8149295338401996,0.771893659369591,0.5815643370346179,0.557559869554867,0.323818108974359
consep,full,train_1_y512_x0,0.6584819816579097,0.7692850272530641,0.6426733213770465,0.3509767401567982,0.2532258934989553,0.4732730263157895
